epoch,accuracy,auc,loss,mean_absolute_error,precision,recall,true_negatives,true_positives,val_accuracy,val_auc,val_loss,val_mean_absolute_error,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.3123062551021576,0.7155293822288513,1.7990365028381348,0.22087523341178894,0.5775503516197205,0.06290709972381592,170933.0,1806.0,0.3236277401447296,0.6892130374908447,1.8381438255310059,0.23232924938201904,0.8999999761581421,0.0025076624006032944,43066.0,18.0
1,0.4268347918987274,0.8000569343566895,1.5413492918014526,0.196486234664917,0.699226438999176,0.18576055765151978,169960.0,5333.0,0.46001672744750977,0.822702944278717,1.4689173698425293,0.18282005190849304,0.6569079160690308,0.27821120619773865,42025.0,1997.0
2,0.47249990701675415,0.8308314681053162,1.4243110418319702,0.1848016381263733,0.7048029899597168,0.24483610689640045,169310.0,7029.0,0.44176650047302246,0.8133302330970764,1.5222513675689697,0.17665138840675354,0.6081902384757996,0.32070213556289673,41585.0,2302.0
3,0.5026646852493286,0.8519254922866821,1.3352676630020142,0.1756923645734787,0.7233530879020691,0.2933574914932251,169033.0,8422.0,0.5043187737464905,0.8501890301704407,1.3802484273910522,0.1622694432735443,0.637158215045929,0.39607131481170654,41449.0,2843.0
4,0.5232157111167908,0.864952802658081,1.276812195777893,0.16980329155921936,0.7252617478370667,0.3209098279476166,168764.0,9213.0,0.5197826623916626,0.8644254207611084,1.2932993173599243,0.16232065856456757,0.6869587898254395,0.3647255599498749,41875.0,2618.0
5,0.538367748260498,0.8738178014755249,1.2346614599227905,0.1654338836669922,0.7340695261955261,0.3426800072193146,168690.0,9838.0,0.5323209762573242,0.8659220337867737,1.2943243980407715,0.15611635148525238,0.6811695694923401,0.4056840240955353,41705.0,2912.0
6,0.5494444370269775,0.8785122632980347,1.2108402252197266,0.1628701239824295,0.7327733635902405,0.35856351256370544,168500.0,10294.0,0.5449985861778259,0.874268651008606,1.237452745437622,0.1585075557231903,0.692288875579834,0.39398160576820374,41811.0,2828.0
7,0.5572816729545593,0.8838582634925842,1.1833733320236206,0.16011521220207214,0.7370087504386902,0.3729840815067291,168433.0,10708.0,0.5431874990463257,0.8748955130577087,1.233216643333435,0.15618425607681274,0.6994794011116028,0.411813884973526,41798.0,2956.0
8,0.5676965117454529,0.8882348537445068,1.160959243774414,0.15777982771396637,0.7360225319862366,0.3819708228111267,168321.0,10966.0,0.561855673789978,0.8837676048278809,1.2056300640106201,0.1517731249332428,0.6809203624725342,0.43702980875968933,41598.0,3137.0
9,0.5717371106147766,0.891060471534729,1.1456743478775024,0.1559184491634369,0.7421045899391174,0.394510418176651,168318.0,11326.0,0.5636667609214783,0.8838219046592712,1.1967195272445679,0.15363474190235138,0.6793636679649353,0.4224017858505249,41637.0,3032.0
10,0.577623724937439,0.8938330411911011,1.132228970527649,0.15461182594299316,0.7438334822654724,0.4033578336238861,168266.0,11580.0,0.57704097032547,0.8942058086395264,1.1326240301132202,0.1518702507019043,0.7258373498916626,0.42268040776252747,41922.0,3034.0
11,0.5842767357826233,0.8970907926559448,1.1146657466888428,0.15243346989154816,0.7491125464439392,0.4116479158401489,168296.0,11818.0,0.5475062727928162,0.8796893358230591,1.2164820432662964,0.15401804447174072,0.685472846031189,0.4180830419063568,41691.0,3001.0
12,0.5849385261535645,0.898117184638977,1.1086674928665161,0.15199875831604004,0.7454033493995667,0.4151659905910492,168183.0,11919.0,0.5521036386489868,0.8745676875114441,1.3027141094207764,0.1433131843805313,0.6528815031051636,0.47506269812583923,41255.0,3410.0
13,0.5942387580871582,0.9016607999801636,1.0896207094192505,0.14977391064167023,0.7508848905563354,0.42857640981674194,168172.0,12304.0,0.5732794404029846,0.8931223154067993,1.1534839868545532,0.1467331051826477,0.6764044761657715,0.4612705409526825,41484.0,3311.0
14,0.5924971103668213,0.9019195437431335,1.0884824991226196,0.14938725531101227,0.746666669845581,0.4310843348503113,168055.0,12376.0,0.5769016146659851,0.8918823003768921,1.1450952291488647,0.15215939283370972,0.7108765244483948,0.4315965473651886,41808.0,3098.0
15,0.5985579490661621,0.9044746160507202,1.0744249820709229,0.14810195565223694,0.7497601509094238,0.43550804257392883,168081.0,12503.0,0.5749512314796448,0.8915213942527771,1.143599271774292,0.1521957516670227,0.730534553527832,0.41696852445602417,41964.0,2993.0
16,0.6056637167930603,0.9062469601631165,1.0644676685333252,0.14640988409519196,0.7489469051361084,0.44588804244995117,167963.0,12801.0,0.5883254408836365,0.8954157829284668,1.1334950923919678,0.1454337239265442,0.7016282677650452,0.46224576234817505,41657.0,3318.0
17,0.6061862111091614,0.9078028798103333,1.0560153722763062,0.14583124220371246,0.7552480101585388,0.44863981008529663,168080.0,12880.0,0.5837280750274658,0.8923402428627014,1.1505532264709473,0.1486421376466751,0.702440083026886,0.45319029688835144,41690.0,3253.0
18,0.6083806753158569,0.9092639088630676,1.0473357439041138,0.14469608664512634,0.7526819705963135,0.4545612931251526,167966.0,13050.0,0.600027859210968,0.9022024273872375,1.09873366355896,0.13939620554447174,0.7167085409164429,0.4768737852573395,41715.0,3423.0
19,0.6112020611763,0.9104787111282349,1.04015052318573,0.1439473181962967,0.7509185075759888,0.45564109086990356,167915.0,13081.0,0.5975201725959778,0.8992394804954529,1.1232104301452637,0.1421336531639099,0.6923828125,0.49387016892433167,41493.0,3545.0
20,0.6159043908119202,0.9116465449333191,1.0335941314697266,0.14340224862098694,0.7562248706817627,0.4591243267059326,168005.0,13181.0,0.6082473993301392,0.9088208079338074,1.0538854598999023,0.1414690613746643,0.7345094680786133,0.47561994194984436,41834.0,3414.0
